D,c0,alpha,a,D_ls_px,c0_ls_px,alpha_ls_px,D_ls_rc,c0_ls_rc,alpha_ls_rc,D_ls_nn,c0_ls_nn,alpha_ls_nn
1.2386014,0.75,0.7,0.05,1.2370703220367432,0.7499591708183289,0.7011705040931702,1.2530664205551147,0.7483081817626953,0.6944573521614075,1.2460566759109497,0.7546325325965881,0.6960698366165161
1.2386014,0.75,0.7,0.05,1.23807692527771,0.7500452399253845,0.6998071074485779,1.2280765771865845,0.7510248422622681,0.7039256691932678,1.2446802854537964,0.752143919467926,0.6997731924057007
1.2386014,0.75,0.7,0.05,1.2383389472961426,0.7498858571052551,0.7025003433227539,1.2544026374816895,0.7461786270141602,0.7009900212287903,1.242152452468872,0.7486428022384644,0.6989511847496033
1.2386014,0.75,0.7,0.05,1.2388360500335693,0.7499738931655884,0.6997082829475403,1.239806890487671,0.751473605632782,0.6971544623374939,1.2516231536865234,0.7562870979309082,0.6994119882583618
1.2386014,0.75,0.7,0.05,1.2398320436477661,0.7501795291900635,0.6986366510391235,1.2271368503570557,0.7520205974578857,0.7028087377548218,1.2597793340682983,0.7530792951583862,0.697036623954773
1.2386014,0.75,0.7,0.05,1.2394789457321167,0.7500174045562744,0.6985029578208923,1.2383825778961182,0.7505446076393127,0.6987830400466919,1.264440655708313,0.7493690252304077,0.6919940710067749
1.2386014,0.75,0.7,0.05,1.2439707517623901,0.7501434087753296,0.6979718208312988,1.2395203113555908,0.7499245405197144,0.7010483145713806,1.2727075815200806,0.7534958124160767,0.6947739720344543
1.2386014,0.75,0.7,0.05,1.2371758222579956,0.7500554919242859,0.7013289332389832,1.2435340881347656,0.748696506023407,0.698627233505249,1.2379816770553589,0.760361909866333,0.6999939680099487
1.2386014,0.75,0.7,0.05,1.2389190196990967,0.749931812286377,0.6984269618988037,1.2329100370407104,0.7503568530082703,0.701539933681488,1.2576206922531128,0.754792332649231,0.6963694095611572
1.2386014,0.75,0.7,0.05,1.2402039766311646,0.7500786781311035,0.7011435031890869,1.2512041330337524,0.7478317618370056,0.698744535446167,1.26729154586792,0.7524030208587646,0.6948095560073853
1.2386014,0.75,0.7,0.05,1.2413586378097534,0.7500878572463989,0.6961575746536255,1.2529563903808594,0.7479502558708191,0.6931547522544861,1.2529296875,0.7547172904014587,0.6953076720237732
1.2386014,0.75,0.7,0.05,1.2368557453155518,0.7500042915344238,0.700798749923706,1.2442128658294678,0.7478466629981995,0.6999924182891846,1.2505905628204346,0.7542528510093689,0.7093732357025146
1.2386014,0.75,0.7,0.05,1.2369006872177124,0.7499921321868896,0.7021821141242981,1.2365437746047974,0.7498078942298889,0.7023152112960815,1.247093915939331,0.7541301250457764,0.7003373503684998
1.2386014,0.75,0.7,0.05,1.237840175628662,0.7498471140861511,0.6997438669204712,1.2318673133850098,0.7505977153778076,0.7008574604988098,1.2655467987060547,0.7535711526870728,0.6962741017341614
1.2386014,0.75,0.7,0.05,1.237982988357544,0.7500087022781372,0.7008246183395386,1.234269142150879,0.7501953840255737,0.7024759650230408,1.2409368753433228,0.7538221478462219,0.6994866728782654
1.2386014,0.75,0.7,0.05,1.2370554208755493,0.7500496506690979,0.6996102929115295,1.2395967245101929,0.7484965324401855,0.7015727758407593,1.253177523612976,0.7533240914344788,0.6896734237670898
1.2386014,0.75,0.7,0.05,1.2404661178588867,0.7499938011169434,0.7003873586654663,1.2392040491104126,0.7492620348930359,0.7028462886810303,1.2506659030914307,0.7534269094467163,0.6953077912330627
1.2386014,0.75,0.7,0.05,1.2340465784072876,0.7500413656234741,0.7000674605369568,1.2309917211532593,0.7533441185951233,0.6965890526771545,1.24372398853302,0.7562689781188965,0.70447838306427
1.2386014,0.75,0.7,0.05,1.2398208379745483,0.75007164478302,0.699805498123169,1.2332162857055664,0.7502111792564392,0.7033144235610962,1.256826639175415,0.7507500648498535,0.6898344159126282
1.2386014,0.75,0.7,0.05,1.2333844900131226,0.7500274777412415,0.7001408934593201,1.2393709421157837,0.7469932436943054,0.7006648778915405,1.2478828430175781,0.7533667683601379,0.7035791873931885
1.2386014,0.75,0.7,0.05,1.240329384803772,0.7499418258666992,0.7005902528762817,1.2247883081436157,0.7537755370140076,0.7042105197906494,1.2475488185882568,0.7573137283325195,0.6936914324760437
1.2386014,0.75,0.7,0.05,1.2367011308670044,0.7499353885650635,0.7012694478034973,1.2355459928512573,0.7489972114562988,0.7047672867774963,1.2425342798233032,0.7544399499893188,0.6969785690307617
1.2386014,0.75,0.7,0.05,1.2444255352020264,0.7500870227813721,0.69769287109375,1.2359033823013306,0.750462532043457,0.7020605802536011,1.2541842460632324,0.7523921132087708,0.7036265134811401
1.2386014,0.75,0.7,0.05,1.2376272678375244,0.7500852942466736,0.7018443942070007,1.2471659183502197,0.7483821511268616,0.6993192434310913,1.2522807121276855,0.753650963306427,0.6993218064308167
1.2386014,0.75,0.7,0.05,1.2403006553649902,0.7500489950180054,0.7007721066474915,1.2546403408050537,0.7462927103042603,0.6977628469467163,1.254460096359253,0.7523083686828613,0.6967691779136658
1.2386014,0.75,0.7,0.05,1.2401477098464966,0.7500228881835938,0.7008138298988342,1.2324012517929077,0.7515470385551453,0.701483428478241,1.256382942199707,0.7578559517860413,0.6986162066459656
1.2386014,0.75,0.7,0.05,1.2460618019104004,0.7501177787780762,0.6966320276260376,1.2447243928909302,0.7507513165473938,0.6963140964508057,1.2529547214508057,0.756066083908081,0.6904652118682861
1.2386014,0.75,0.7,0.05,1.2371894121170044,0.7500613331794739,0.7004291415214539,1.2439312934875488,0.7484984397888184,0.6992337703704834,1.2596356868743896,0.7528942227363586,0.6951058506965637
1.2386014,0.75,0.7,0.05,1.2376364469528198,0.7501159906387329,0.6994855403900146,1.2283742427825928,0.7530243396759033,0.6994636654853821,1.2383453845977783,0.7532783150672913,0.6977599263191223
1.2386014,0.75,0.7,0.05,1.2435433864593506,0.7501047849655151,0.6984830498695374,1.2424876689910889,0.7527121901512146,0.6955253481864929,1.2494534254074097,0.7527342438697815,0.6926224231719971
1.2386014,0.75,0.7,0.05,1.236327052116394,0.7497871518135071,0.7011757493019104,1.2303404808044434,0.7502219080924988,0.7039257287979126,1.239689826965332,0.7525538206100464,0.6979307532310486
1.2386014,0.75,0.7,0.05,1.2390556335449219,0.7500188946723938,0.6994258761405945,1.2216167449951172,0.7522792816162109,0.7055731415748596,1.2616435289382935,0.7565858364105225,0.6998342275619507
1.2386014,0.75,0.7,0.05,1.237424373626709,0.7500132918357849,0.7010289430618286,1.2517859935760498,0.7461861371994019,0.6998181343078613,1.2488518953323364,0.754586935043335,0.7019809484481812
1.2386014,0.75,0.7,0.05,1.23993718624115,0.7501358985900879,0.6980302929878235,1.2202764749526978,0.7530212998390198,0.7043074369430542,1.2443208694458008,0.7525235414505005,0.7016429901123047
1.2386014,0.75,0.7,0.05,1.2359044551849365,0.7500290274620056,0.701267421245575,1.2203004360198975,0.7533580660820007,0.7045170068740845,1.2416322231292725,0.7530560493469238,0.6984306573867798
1.2386014,0.75,0.7,0.05,1.2422651052474976,0.7498913407325745,0.6994900107383728,1.2439526319503784,0.7491604685783386,0.6996356844902039,1.2608516216278076,0.75203537940979,0.6897416710853577
1.2386014,0.75,0.7,0.05,1.2387361526489258,0.7499569058418274,0.6981108784675598,1.2495745420455933,0.7493071556091309,0.6930395364761353,1.2459306716918945,0.7525956630706787,0.6949762105941772
1.2386014,0.75,0.7,0.05,1.2366201877593994,0.7497684955596924,0.7021147012710571,1.22738516330719,0.7508889436721802,0.7046733498573303,1.2557458877563477,0.7609196901321411,0.6955677270889282
1.2386014,0.75,0.7,0.05,1.2373405694961548,0.7501099109649658,0.7000643610954285,1.226391077041626,0.7522834539413452,0.7031641006469727,1.2336182594299316,0.7581188082695007,0.7054983377456665
1.2386014,0.75,0.7,0.05,1.2345898151397705,0.7499610781669617,0.7029853463172913,1.2249557971954346,0.7515586614608765,0.7076021432876587,1.2441874742507935,0.7510532736778259,0.7016452550888062
1.2386014,0.75,0.7,0.05,1.2341104745864868,0.7499454617500305,0.7013695240020752,1.2316533327102661,0.7502012252807617,0.7021376490592957,1.254218339920044,0.7526086568832397,0.6959380507469177
1.2386014,0.75,0.7,0.05,1.2424397468566895,0.7501013278961182,0.6991272568702698,1.2294996976852417,0.7533309459686279,0.7017528414726257,1.2572427988052368,0.7529869675636292,0.7000571489334106
1.2386014,0.75,0.7,0.05,1.2379472255706787,0.7501446604728699,0.7013444900512695,1.2397403717041016,0.7499565482139587,0.7002430558204651,1.256466269493103,0.7524625658988953,0.6973051428794861
1.2386014,0.75,0.7,0.05,1.2428474426269531,0.7499212622642517,0.6989278793334961,1.2455400228500366,0.7501994967460632,0.6968329548835754,1.267791986465454,0.7518783807754517,0.6910649538040161
1.2386014,0.75,0.7,0.05,1.2413649559020996,0.7500972747802734,0.6997990012168884,1.2614059448242188,0.7475970387458801,0.6921733617782593,1.267683744430542,0.7521710991859436,0.6879183053970337
1.2386014,0.75,0.7,0.05,1.2401255369186401,0.7500468492507935,0.6992231011390686,1.2298420667648315,0.7510260939598083,0.7035425901412964,1.2533005475997925,0.7516655921936035,0.6923311352729797
1.2386014,0.75,0.7,0.05,1.2393993139266968,0.7500965595245361,0.6991302371025085,1.2233872413635254,0.7529301047325134,0.7046603560447693,1.2596356868743896,0.7546880841255188,0.6976236701011658
1.2386014,0.75,0.7,0.05,1.2365410327911377,0.7501007318496704,0.7001546025276184,1.2308167219161987,0.7503610849380493,0.7036969661712646,1.2440885305404663,0.7518011927604675,0.6995102763175964
1.2386014,0.75,0.7,0.05,1.237294316291809,0.7500935196876526,0.699151873588562,1.2425079345703125,0.7490774989128113,0.6971592307090759,1.2572753429412842,0.7553561329841614,0.6953827142715454
1.2386014,0.75,0.7,0.05,1.2383993864059448,0.7499145865440369,0.7001038193702698,1.2342795133590698,0.7511063814163208,0.7003821134567261,1.2532800436019897,0.7560932636260986,0.7022302746772766
1.2386014,0.75,0.7,0.05,1.2386285066604614,0.7500553131103516,0.6986505389213562,1.2447800636291504,0.7499131560325623,0.6959100961685181,1.2487889528274536,0.756497323513031,0.6936931610107422
1.2386014,0.75,0.7,0.05,1.238868236541748,0.7500004172325134,0.7002053260803223,1.232634425163269,0.7515161633491516,0.7014114856719971,1.245417833328247,0.7455564737319946,0.6934490203857422
1.2386014,0.75,0.7,0.05,1.238606333732605,0.7500553131103516,0.6995963454246521,1.2436800003051758,0.7481642961502075,0.698906660079956,1.2580254077911377,0.7542460560798645,0.6998555660247803
1.2386014,0.75,0.7,0.05,1.2397297620773315,0.750001072883606,0.6991284489631653,1.2572822570800781,0.747424304485321,0.6948524713516235,1.2609273195266724,0.7585161924362183,0.7097890973091125
1.2386014,0.75,0.7,0.05,1.240440011024475,0.7498607635498047,0.6993651986122131,1.2370853424072266,0.7506597638130188,0.7006337642669678,1.25684654712677,0.7540485262870789,0.6962227821350098
1.2386014,0.75,0.7,0.05,1.242879867553711,0.7501412630081177,0.699112594127655,1.2239278554916382,0.7551862597465515,0.7006826400756836,1.2483083009719849,0.7553595900535583,0.6975888609886169
1.2386014,0.75,0.7,0.05,1.2386579513549805,0.7499966025352478,0.7009900212287903,1.2352429628372192,0.7513526082038879,0.7011101245880127,1.2492866516113281,0.7566192746162415,0.7015588283538818
1.2386014,0.75,0.7,0.05,1.240140676498413,0.750016450881958,0.6989746689796448,1.2136708498001099,0.7563030123710632,0.7024093270301819,1.2527321577072144,0.7561358213424683,0.6884090304374695
1.2386014,0.75,0.7,0.05,1.2384519577026367,0.7500105500221252,0.6994731426239014,1.2340283393859863,0.7498710751533508,0.7018879055976868,1.2397065162658691,0.7518699169158936,0.6930447816848755
1.2386014,0.75,0.7,0.05,1.2360365390777588,0.7500364184379578,0.7003706097602844,1.2333519458770752,0.7494445443153381,0.7019023299217224,1.2351940870285034,0.7589128613471985,0.7054948806762695
1.2386014,0.75,0.7,0.05,1.2387199401855469,0.7499787211418152,0.7005667090415955,1.2269370555877686,0.7506910562515259,0.7043137550354004,1.2424309253692627,0.7560451626777649,0.7032460570335388
1.2386014,0.75,0.7,0.05,1.2362217903137207,0.7501049637794495,0.6991902589797974,1.230575442314148,0.7504165768623352,0.7011557221412659,1.2383568286895752,0.7524818181991577,0.6982832551002502
1.2386014,0.75,0.7,0.05,1.2366814613342285,0.7499302625656128,0.7022934556007385,1.2382187843322754,0.7506631016731262,0.7010934948921204,1.2470580339431763,0.7548168897628784,0.7030935883522034
1.2386014,0.75,0.7,0.05,1.230592131614685,0.7498577237129211,0.704002320766449,1.2434192895889282,0.746417760848999,0.7020320892333984,1.2488353252410889,0.7533376216888428,0.6977837681770325
1.2386014,0.75,0.7,0.05,1.2419216632843018,0.7500994205474854,0.6993459463119507,1.2370038032531738,0.7521440386772156,0.6988909244537354,1.2657396793365479,0.7566594481468201,0.6970670819282532
